DATE,averageEarnings,manufacturingWorkers,urbanCPI,rentCPI,employmentRatio,civilianEmployment,nonfarmPayroll,producerPrice,retailSales,freightIndex,gdp
1/1/1948,,14402,23.7,27,56.6,56339,44224,,,,6.2
2/1/1948,,14344,23.5,27.1,56.7,56440,43956,,,,6.2
3/1/1948,,14373,23.4,27.1,56.1,56601,44291,,,,6.2
4/1/1948,,14082,23.8,27.2,56.7,57471,44082,,,,6.8
5/1/1948,,14019,23.9,27.3,56.2,57763,44471,,,,6.8
6/1/1948,,14173,24.1,27.4,57,59724,44951,,,,6.8
7/1/1948,,14230,24.4,27.5,57.1,59955,44989,,,,2.3
8/1/1948,,14463,24.5,27.6,56.6,59677,45338,,,,2.3
9/1/1948,,14667,24.5,27.8,56.6,59337,45796,,,,2.3
10/1/1948,,14543,24.4,27.9,56.5,59290,45693,,,,0.4
11/1/1948,,14388,24.2,28,56.5,58991,45588,,,,0.4
12/1/1948,,14203,24.1,28.1,56.8,58554,46074,,,,0.4
1/1/1949,,13833,24,28.2,56.2,56486,44159,,,,-5.4
2/1/1949,,13715,23.8,28.3,56.2,56320,43821,,,,-5.4
3/1/1949,,13554,23.8,28.4,56,56809,43747,,,,-5.4
4/1/1949,,13293,23.9,28.5,55.7,56929,43881,,,,-1.4
5/1/1949,,13034,23.8,28.6,55.4,57669,43636,,,,-1.4
6/1/1949,,13038,23.9,28.6,55,58231,43668,,,,-1.4
7/1/1949,,12932,23.7,28.7,55,58171,43352,,,,4.2
8/1/1949,,13282,23.8,28.8,55.1,58504,43823,,,,4.2
9/1/1949,,13467,23.9,28.9,55.3,58324,44335,,,,4.2
10/1/1949,,13070,23.7,29,54.9,58050,43447,,,,-3.3
11/1/1949,,12977,23.8,29.1,55.6,58616,43653,,,,-3.3
12/1/1949,,13174,23.6,29.2,55.3,57712,44596,,,,-3.3
1/1/1950,,13122,23.5,29.4,55.1,56189,42976,,,,16.7
2/1/1950,,13138,23.5,29.4,55.1,56197,42573,,,,16.7
3/1/1950,,13248,23.6,29.5,55.1,56733,43410,,,,16.7
4/1/1950,,13315,23.6,29.5,55.8,57812,44011,,,,12.8
5/1/1950,,13558,23.7,29.7,55.8,58719,44377,,,,12.8
6/1/1950,,13811,23.8,29.7,56.2,59997,45044,,,,12.8
7/1/1950,,13932,24.1,29.8,56.1,59839,45272,,,,16.4
8/1/1950,,14587,24.3,29.9,56.8,60948,46401,,,,16.4
9/1/1950,,14804,24.4,29.9,56.6,60245,47005,,,,16.4
10/1/1950,,14928,24.6,30,56.9,60708,47239,,,,7.9
11/1/1950,,14852,24.7,30.1,56.9,60313,47207,,,,7.9
12/1/1950,,14864,25,30.2,56.7,59352,47931,,,,7.9
1/1/1951,,14889,25.4,30.2,56.9,58166,46686,,,,5.5
2/1/1951,,15047,25.7,30.4,57,58102,46833,,,,5.5
3/1/1951,,15085,25.8,30.6,57.7,59366,47312,,,,5.5
4/1/1951,,15032,25.8,30.7,57.3,59206,47505,,,,7.1
5/1/1951,,14960,25.9,30.8,57.6,60219,47624,,,,7.1
6/1/1951,,15088,25.9,30.8,57.1,60373,48059,,,,7.1
7/1/1951,,14973,25.9,30.9,57.6,60968,47888,,,,8.5
8/1/1951,,15184,25.9,31,57.4,61128,48195,,,,8.5
9/1/1951,,15223,26.1,31.2,57.1,60408,48486,,,,8.5
10/1/1951,,15153,26.2,31.4,57.3,60906,48550,,,,0.9
11/1/1951,,15089,26.4,31.5,57.1,60464,48621,,,,0.9
12/1/1951,,15111,26.5,31.6,57.7,60252,49397,,,,0.9
1/1/1952,,14989,26.5,31.7,57.7,58884,47659,,,,4.3
2/1/1952,,15069,26.3,31.9,57.7,58834,47765,,,,4.3
3/1/1952,,15090,26.3,31.9,57.1,58912,47931,,,,4.3
4/1/1952,,15049,26.4,31.9,57.1,59232,48268,,,,0.9
5/1/1952,,14953,26.4,32.1,57.3,60250,48319,,,,0.9
6/1/1952,,14754,26.5,32.1,57.3,60988,48305,,,,0.9
7/1/1952,,14569,26.7,32.2,57,60775,47977,,,,2.9
8/1/1952,,15391,26.7,32.3,56.8,60872,49077,,,,2.9
9/1/1952,,15769,26.7,32.3,57.4,61162,49829,,,,2.9
10/1/1952,,15868,26.7,32.5,56.9,60992,50156,,,,13.8
11/1/1952,,15952,26.7,32.7,57.5,61394,50346,,,,13.8
12/1/1952,,16034,26.7,33,57.6,60748,51274,,,,13.8
1/1/1953,,15973,26.6,33.1,57.8,60134,49470,,,,7.6
2/1/1953,,16105,26.5,33.2,58,60271,49541,,,,7.6
3/1/1953,,16231,26.6,33.2,58.1,60874,49878,,,,7.6
4/1/1953,,16190,26.6,33.4,57.5,60757,50071,,,,3.1
5/1/1953,,16165,26.7,33.6,57.1,61061,50182,,,,3.1
6/1/1953,,16284,26.8,33.7,57.4,62166,50575,,,,3.1
7/1/1953,,16214,26.8,33.8,57.4,62186,50390,,,,-2.2
8/1/1953,,16383,26.9,34.2,57.1,62271,50631,,,,-2.2
9/1/1953,,16354,26.9,34.4,56.8,61529,50867,,,,-2.2
10/1/1953,,16154,27,34.6,56.7,61805,50807,,,,-5.9
11/1/1953,,15860,26.9,34.8,56.5,61302,50472,,,,-5.9
12/1/1953,,15654,26.9,34.9,55.7,59796,50833,,,,-5.9
1/1/1954,,15341,26.9,34.9,55.7,58645,48766,,,,-1.9
2/1/1954,,15235,26.9,34.9,56.2,59059,48543,,,,-1.9
3/1/1954,,15150,26.9,35,55.7,59119,48519,,,,-1.9
4/1/1954,,14955,26.8,35,55.7,59537,48787,,,,0.4
5/1/1954,,14808,26.9,35.1,55.4,60020,48679,,,,0.4
6/1/1954,,14865,26.9,35.1,55.2,60497,48999,,,,0.4
7/1/1954,,14647,26.9,35.1,55,60523,48704,,,,4.6
8/1/1954,,14866,26.9,35.1,55.2,60858,48974,,,,4.6
9/1/1954,,14998,26.8,35.2,55.5,60952,49391,,,,4.6
10/1/1954,,15026,26.8,35.3,55.5,61210,49515,,,,8.1
11/1/1954,,15069,26.8,35.3,55.5,60901,49765,,,,8.1
12/1/1954,,15060,26.7,35.4,55.2,59990,50473,,,,8.1
1/1/1955,,14939,26.7,35.4,55.7,59354,48764,,,,11.9
2/1/1955,,15054,26.7,35.4,55.7,59336,48764,,,,11.9
3/1/1955,,15193,26.7,35.5,55.8,59850,49269,,,,11.9
4/1/1955,,15248,26.7,35.5,56.2,60861,49822,,,,6.7
5/1/1955,,15324,26.7,35.6,56.3,61780,50254,,,,6.7
6/1/1955,,15548,26.7,35.6,56.3,62568,50957,,,,6.7
7/1/1955,,15458,26.8,35.6,56.9,63497,50868,,,,5.5
8/1/1955,,15768,26.8,35.7,57.1,63876,51270,,,,5.5
9/1/1955,,15856,26.9,35.7,57.2,63676,51791,,,,5.5
10/1/1955,,15940,26.9,35.7,57.2,64138,52021,,,,2.4
11/1/1955,,15987,26.9,35.8,57.4,63840,52193,,,,2.4
12/1/1955,,15977,26.8,35.8,57.7,63268,52950,,,,2.4
1/1/1956,,15801,26.8,35.9,57.8,62049,51249,,,,-1.5
2/1/1956,,15797,26.8,35.9,57.5,61773,51255,,,,-1.5
3/1/1956,,15743,26.8,35.9,57.3,62172,51531,,,,-1.5
4/1/1956,,15755,26.9,36,57.5,63002,51897,,,,3.3
5/1/1956,,15706,27,36.1,57.6,64045,52245,,,,3.3
6/1/1956,,15792,27.2,36.2,57.5,64707,52778,,,,3.3
7/1/1956,,15316,27.4,36.4,57.5,64940,51847,,,,-0.4
8/1/1956,,15982,27.3,36.4,57.6,65085,52802,,,,-0.4
9/1/1956,,16062,27.4,36.5,57.6,64831,53165,,,,-0.4
10/1/1956,,16160,27.5,36.5,57.5,65074,53409,,,,6.7
11/1/1956,,16102,27.5,36.6,57.3,64310,53435,,,,6.7
12/1/1956,,16085,27.6,36.7,57.3,63619,54068,,,,6.7
1/1/1957,,15896,27.6,36.7,57,61974,52168,,,,2.6
2/1/1957,,15893,27.7,36.7,57.5,62512,52146,,,,2.6
3/1/1957,,15887,27.8,36.7,57.6,63134,52336,,,,2.6
4/1/1957,,15789,27.9,36.8,57.2,63512,52713,,,,-0.9
5/1/1957,,15736,28,36.8,57.1,64213,52896,,,,-0.9
6/1/1957,,15834,28.1,36.9,57.2,65127,53298,,,,-0.9
7/1/1957,,15722,28.3,37,57.5,65726,53041,,,,4
8/1/1957,,15963,28.3,37,56.9,65009,53326,,,,4
9/1/1957,,15932,28.3,37.1,57,64769,53536,,,,4
10/1/1957,,15825,28.3,37.2,56.8,65112,53412,,,,-4.1
11/1/1957,,15647,28.4,37.3,56.4,64129,53161,,,,-4.1
12/1/1957,,15447,28.4,37.3,56.6,63598,53479,,,,-4.1
1/1/1958,,15055,28.6,37.4,55.9,61508,51353,,,,-10
2/1/1958,,14786,28.6,37.4,55.5,61265,50588,,,,-10
3/1/1958,,14546,28.8,37.5,55.3,61567,50418,,,,-10
4/1/1958,,14313,28.9,37.6,55.2,62116,50477,,,,2.7
5/1/1958,,14232,28.9,37.6,55.4,63098,50703,,,,2.7
6/1/1958,,14387,28.9,37.6,55.2,63652,51197,,,,2.7
7/1/1958,,14343,29,37.6,55.2,63810,51013,,,,9.6
8/1/1958,,14637,28.9,37.7,55.4,64018,51470,,,,9.6
9/1/1958,,14906,28.9,37.8,55.4,63766,52141,,,,9.6
10/1/1958,,14722,28.9,37.8,55.6,64480,52134,,,,9.7
11/1/1958,,14990,29,37.8,55.5,63890,52511,,,,9.7
12/1/1958,,14955,28.9,37.9,55.5,63266,53103,,,,9.7
1/1/1959,,14901,29,37.9,55.7,62052,51721,,,,7.9
2/1/1959,,14969,28.9,38,55.5,62015,51642,,,,7.9
3/1/1959,,15120,28.9,38,56,63091,52087,,,,7.9
4/1/1959,,15201,29,38.1,56.3,64241,52774,,,,9.3
5/1/1959,,15335,29,38.1,56.2,65036,53384,,,,9.3
6/1/1959,,15570,29.1,38.1,56.3,65924,54038,,,,9.3
7/1/1959,,15544,29.2,38.1,56.3,66193,53843,,,,0.3
8/1/1959,,15337,29.2,38.2,56.1,65897,53636,,,,0.3
9/1/1959,,15512,29.3,38.3,56,65414,54082,,,,0.3
10/1/1959,,15351,29.4,38.4,56.1,65891,53991,,,,1.1
11/1/1959,,15441,29.4,38.4,55.7,64877,54168,,,,1.1
12/1/1959,,15617,29.4,38.5,56.3,64927,55124,,,,1.1
1/1/1960,,15559,29.3,38.5,56,63375,53448,,,,9.3
2/1/1960,,15599,29.4,38.5,56.2,63871,53422,,,,9.3
3/1/1960,,15559,29.4,38.6,55.4,63607,53494,,,,9.3
4/1/1960,,15489,29.5,38.7,56.4,65450,54285,,,,-2.1
5/1/1960,,15454,29.5,38.7,56.4,66342,54349,,,,-2.1
6/1/1960,,15509,29.6,38.7,56.5,67288,54768,,,,-2.1
7/1/1960,,15361,29.6,38.7,56.2,67239,54412,,,,2
8/1/1960,,15509,29.6,38.8,56.1,67004,54610,,,,2
9/1/1960,,15601,29.6,38.8,56.4,66892,54906,,,,2
10/1/1960,,15417,29.8,38.9,55.8,66563,54779,,,,-5
11/1/1960,,15241,29.8,39,56.1,66394,54478,,,,-5
12/1/1960,,14958,29.8,39,55.7,65287,54601,,,,-5
1/1/1961,,14697,29.8,39,55.7,63797,52780,,,,2.7
2/1/1961,,14610,29.8,39.1,55.5,63869,52414,,,,2.7
3/1/1961,,14642,29.8,39.1,55.6,64700,52694,,,,2.7
4/1/1961,,14680,29.8,39.2,55.2,64957,53135,,,,7
5/1/1961,,14836,29.8,39.2,55.2,65831,53690,,,,7
6/1/1961,,15049,29.8,39.2,55.6,67151,54455,,,,7
7/1/1961,,15004,30,39.2,55.2,66911,54288,,,,7.9
8/1/1961,,15246,29.9,39.2,55.3,67028,54662,,,,7.9
9/1/1961,,15353,30,39.3,55,66036,55074,,,,7.9
10/1/1961,,15327,30,39.4,55.3,66786,55160,,,,8.1
11/1/1961,,15381,30,39.4,55.5,66348,55243,,,,8.1
12/1/1961,,15302,30,39.5,55.3,65531,55665,,,,8.1
1/1/1962,,15131,30,39.5,55.4,64215,53922,,,,7.3
2/1/1962,,15210,30.1,39.5,55.7,64872,54022,,,,7.3
3/1/1962,,15286,30.1,39.6,55.7,65421,54297,,,,7.3
4/1/1962,,15392,30.2,39.6,55.4,65957,55139,,,,3.7
5/1/1962,,15432,30.2,39.7,55.7,67066,55559,,,,3.7
6/1/1962,,15592,30.2,39.7,55.6,67852,56157,,,,3.7
7/1/1962,,15509,30.3,39.7,55.3,67849,55946,,,,5
8/1/1962,,15657,30.3,39.8,55.7,68096,56193,,,,5
9/1/1962,,15849,30.4,39.8,55.7,67621,56667,,,,5
10/1/1962,,15767,30.4,39.9,55.5,67850,56688,,,,1.3
11/1/1962,,15644,30.4,39.9,55.2,67046,56540,,,,1.3
12/1/1962,,15502,30.4,39.9,55.2,66585,56775,,,,1.3
1/1/1963,,15342,30.4,40,55.2,65168,55108,,,,4.4
2/1/1963,,15336,30.4,40,55.1,65519,55054,,,,4.4
3/1/1963,,15398,30.5,40,55.3,66329,55356,,,,4.4
4/1/1963,,15478,30.5,40,55.5,67240,56152,,,,4.6
5/1/1963,,15567,30.5,40,55.3,67984,56572,,,,4.6
6/1/1963,,15702,30.6,40.1,55.3,68844,57206,,,,4.6
7/1/1963,,15639,30.7,40.1,55.4,69225,57013,,,,9.1
8/1/1963,,15770,30.7,40.1,55.4,69052,57232,,,,9.1
9/1/1963,,15949,30.7,40.2,55.5,68567,57735,,,,9.1
10/1/1963,,15912,30.8,40.3,55.5,68964,57907,,,,2.6
11/1/1963,,15783,30.8,40.3,55.4,68471,57721,,,,2.6
12/1/1963,,15700,30.9,40.3,55.3,67791,58109,,,,2.6
1/1/1964,,15508,30.9,40.3,55.3,66468,56460,,,,8.7
2/1/1964,,15552,30.9,40.4,55.6,67197,56601,,,,8.7
3/1/1964,,15615,30.9,40.4,55.5,67695,56964,,,,8.7
4/1/1964,,15665,30.9,40.5,55.9,68947,57528,,,,4.4
5/1/1964,,15730,30.9,40.5,56.1,69952,58048,,,,4.4
6/1/1964,,15920,31,40.5,55.6,70448,58805,,,,4.4
7/1/1964,,15873,31.1,40.5,55.7,70839,58632,,,,6.4
8/1/1964,,16063,31,40.6,55.7,70676,58900,,,,6.4
9/1/1964,,16334,31.1,40.6,55.7,69849,59497,,,,6.4
10/1/1964,,16012,31.1,40.7,55.6,70147,59380,,,,1.2
11/1/1964,,16204,31.2,40.7,55.7,69892,59677,,,,1.2
12/1/1964,,16177,31.2,40.7,55.6,69543,60198,,,,1.2
1/1/1965,,16044,31.2,40.7,55.7,68235,58561,,,,10
2/1/1965,,16119,31.2,40.8,55.7,68690,58676,,,,10
3/1/1965,,16212,31.3,40.8,55.9,69385,59119,,,,10
4/1/1965,,16297,31.4,40.9,56,70220,59891,,,,5.1
5/1/1965,,16381,31.4,40.9,56.2,71298,60442,,,,5.1
6/1/1965,,16644,31.6,40.9,56.1,72278,61319,,,,5.1
7/1/1965,,16644,31.6,40.9,56.5,73093,61167,,,,9.2
8/1/1965,,16834,31.6,41,56.3,72695,61455,,,,9.2
9/1/1965,,17042,31.6,41,56.2,71408,62006,,,,9.2
10/1/1965,,17037,31.7,41.1,56.4,72112,62245,,,,9.5
11/1/1965,,17079,31.7,41.1,56.4,71824,62465,,,,9.5
12/1/1965,,17073,31.8,41.1,56.6,71819,63141,,,,9.5
1/1/1966,,16953,31.8,41.2,56.7,70368,61529,,,,10.1
2/1/1966,,17135,32,41.3,56.6,70691,61707,,,,10.1
3/1/1966,,17268,32.1,41.3,56.6,71090,62354,,,,10.1
4/1/1966,,17392,32.3,41.4,56.8,72066,63096,,,,1.4
5/1/1966,,17513,32.3,41.4,56.7,72619,63645,,,,1.4
6/1/1966,,17837,32.4,41.4,56.9,74037,64784,,,,1.4
7/1/1966,,17717,32.5,41.4,56.9,74655,64470,,,,3.4
8/1/1966,,17973,32.7,41.6,57,74665,64678,,,,3.4
9/1/1966,,18108,32.7,41.6,57.1,73248,65082,,,,3.4
10/1/1966,,18118,32.9,41.7,57.1,73744,65337,,,,3.3
11/1/1966,,18107,32.9,41.8,57.4,73995,65508,,,,3.3
12/1/1966,,18040,32.9,41.8,57.3,73600,66051,,,,3.3
1/1/1967,,17861,32.9,41.9,57.1,72161,64439,,,,3.6
2/1/1967,,17837,32.9,42,57,72505,64377,,,,3.6
3/1/1967,,17816,33,42,56.8,72560,64741,,,,3.6
4/1/1967,,17745,33.1,42.1,57.1,73445,65144,,,,0.2
5/1/1967,,17706,33.2,42.1,57,73638,65540,,,,0.2
6/1/1967,,17928,33.3,42.2,57.3,75393,66451,,,,0.2
7/1/1967,,17724,33.4,42.2,57.4,76220,66015,,,,3.8
8/1/1967,,17988,33.5,42.3,57.4,76170,66262,,,,3.8
9/1/1967,,18010,33.6,42.4,57.4,74632,66549,,,,3.8
10/1/1967,,17956,33.7,42.5,57.5,75180,66684,,,,3
11/1/1967,,18116,33.8,42.5,57.5,75218,67210,,,,3
12/1/1967,,18076,33.9,42.7,57.6,75337,67758,,,,3
1/1/1968,,17878,34.1,42.7,57,73272,65853,,,,8.4
2/1/1968,,17913,34.2,42.8,57.3,74114,66203,,,,8.4
3/1/1968,,17944,34.3,42.9,57.4,74517,66553,,,,8.4
4/1/1968,,17996,34.4,43,57.4,75143,67260,,,,6.9
5/1/1968,,18055,34.5,43.1,57.8,75931,67581,,,,6.9
6/1/1968,,18351,34.7,43.2,57.8,77273,68617,,,,6.9
7/1/1968,,18195,34.9,43.3,57.6,77748,68199,,,,3.1
8/1/1968,,18342,35,43.4,57.5,77431,68397,,,,3.1
9/1/1968,,18472,35.1,43.5,57.5,75939,68826,,,,3.1
10/1/1968,,18451,35.3,43.6,57.5,76365,69187,,,,1.6
11/1/1968,,18475,35.4,43.7,57.6,76608,69509,,,,1.6
12/1/1968,,18457,35.5,43.8,57.7,76699,70085,,,,1.6
1/1/1969,,18271,35.6,43.9,57.6,75357,68494,,,,6.4
2/1/1969,,18355,35.8,44.1,57.9,76180,68712,,,,6.4
3/1/1969,,18437,36.1,44.1,57.9,76520,69208,,,,6.4
4/1/1969,,18423,36.3,44.3,57.9,77077,69799,,,,1.2
5/1/1969,,18448,36.4,44.4,57.8,77265,70285,,,,1.2
6/1/1969,,18769,36.6,44.5,58,78958,71363,,,,1.2
7/1/1969,,18563,36.8,44.7,58,79615,70746,,,,2.7
8/1/1969,,18866,37,44.8,58.1,79646,71024,,,,2.7
9/1/1969,,18854,37.1,45,58.1,78026,71235,,,,2.7
10/1/1969,,18777,37.3,45.2,58.1,78671,71601,,,,-1.9
11/1/1969,,18593,37.5,45.3,58.1,78716,71630,,,,-1.9
12/1/1969,,18518,37.7,45.5,58.1,78789,72041,,,,-1.9
1/1/1970,,18254,37.8,45.6,58,77313,70229,,,,-0.6
2/1/1970,,18205,38,45.8,57.9,77489,70332,,,,-0.6
3/1/1970,,18233,38.2,46,57.9,77957,70786,,,,-0.6
4/1/1970,,18084,38.5,46.1,57.9,78408,71105,,,,0.6
5/1/1970,,17897,38.6,46.2,57.5,78374,71123,,,,0.6
6/1/1970,,18063,38.8,46.4,57.3,79416,71766,,,,0.6
7/1/1970,,17788,39,46.5,57.4,80343,71000,,,,3.7
8/1/1970,,17889,39,46.7,57.2,79965,70900,,,,3.7
9/1/1970,,17941,39.2,46.8,57,78341,71257,,,,3.7
10/1/1970,,17341,39.4,47.1,57,79019,71022,,,,-4.2
11/1/1970,,17148,39.6,47.2,56.9,78860,70983,,,,-4.2
12/1/1970,,17336,39.8,47.6,56.7,78651,71564,,,,-4.2
1/1/1971,,17100,39.8,47.7,56.8,77389,69922,,,,11.3
2/1/1971,,17050,39.9,48,56.6,77427,69844,,,,11.3
3/1/1971,,17017,40,48.1,56.4,77675,70209,,,,11.3
4/1/1971,,17022,40.1,48.3,56.6,78404,70795,,,,2.2
5/1/1971,,17102,40.3,48.5,56.6,78929,71287,,,,2.2
6/1/1971,,17279,40.6,48.7,56.2,79717,72006,,,,2.2
7/1/1971,,17026,40.7,48.7,56.5,80942,71194,,,,3.3
8/1/1971,,17234,40.8,48.9,56.6,80897,71298,,,,3.3
9/1/1971,,17410,40.8,49,56.6,79589,71931,,,,3.3
10/1/1971,,17307,40.9,49.2,56.6,80375,72180,,,,0.9
11/1/1971,,17307,40.9,49.3,56.8,80527,72479,,,,0.9
12/1/1971,,17231,41.1,49.4,56.8,80527,72880,,,,0.9
1/1/1972,,17095,41.1,49.6,56.7,79459,71481,,,,7.6
2/1/1972,,17177,41.3,49.8,56.7,79734,71668,,,,7.6
3/1/1972,,17287,41.4,49.8,56.9,80578,72261,,,,7.6
4/1/1972,,17365,41.5,50,56.9,81027,72894,,,,9.4
5/1/1972,,17483,41.6,50.1,57,81646,73525,,,,9.4
6/1/1972,,17782,41.7,50.3,57,83073,74507,,,,9.4
7/1/1972,,17451,41.9,50.4,57,83911,73502,,,,3.8
8/1/1972,,17876,42,50.5,57.1,83993,74054,,,,3.8
9/1/1972,,18042,42.1,50.6,57,82537,74612,,,,3.8
10/1/1972,,18100,42.3,50.8,57,83223,75290,,,,6.9
11/1/1972,,18172,42.4,50.9,57.2,83231,75704,,,,6.9
12/1/1972,,18200,42.5,51.1,57.3,83424,76078,,,,6.9
1/1/1973,,18076,42.6,51.5,57.1,81598,74613,,,,10.3
2/1/1973,,18198,42.9,51.7,57.5,82405,74989,,,,10.3
3/1/1973,,18299,43.3,51.9,57.8,83397,75544,,,,10.3
4/1/1973,,18359,43.6,52,57.7,83900,76132,,,,4.4
5/1/1973,,18442,43.9,52.3,57.7,84383,76712,,,,4.4
6/1/1973,,18745,44.2,52.4,58,86217,77630,,,,4.4
7/1/1973,,18493,44.3,52.5,57.9,87042,76691,,,,-2.1
8/1/1973,,18784,45.1,52.8,57.8,86616,77095,,,,-2.1
9/1/1973,,18902,45.2,53,57.9,85552,77682,,,,-2.1
10/1/1973,,18942,45.6,53.2,58.1,86717,78306,,,,3.8
11/1/1973,,18965,45.9,53.4,58.2,86562,78707,,,,3.8
12/1/1973,,18864,46.2,53.6,58.2,86390,78839,,,,3.8
1/1/1974,,18574,46.6,53.9,58.2,84843,77045,,,,-3.4
2/1/1974,,18479,47.2,54.2,58.2,85061,77163,,,,-3.4
3/1/1974,,18471,47.8,54.4,58.2,85659,77485,,,,-3.4
4/1/1974,,18516,48,54.6,58,85994,78035,,,,1
5/1/1974,,18573,48.6,54.7,58,86611,78637,,,,1
6/1/1974,,18826,49,55,58,88022,79336,,,,1
7/1/1974,,18559,49.4,55.2,58,88897,78438,,,,-3.7
8/1/1974,,18745,50,55.4,57.8,88479,78584,,,,-3.7
9/1/1974,,18817,50.6,55.7,57.7,87162,79084,,,,-3.7
10/1/1974,,18620,51.1,56,57.6,87779,79381,,,,-1.5
11/1/1974,,18266,51.5,56.2,57.3,86863,79060,,,,-1.5
12/1/1974,,17724,51.9,56.5,56.9,86169,78419,,,,-1.5
1/1/1975,,17115,52.1,56.8,56.4,83928,76189,,,,-4.8
2/1/1975,,16734,52.5,57.1,56.1,83573,75764,,,,-4.8
3/1/1975,,16612,52.7,57.2,56,84018,75808,,,,-4.8
4/1/1975,,16579,52.9,57.4,55.9,84551,76142,,,,2.9
5/1/1975,,16656,53.2,57.6,56,85173,76774,,,,2.9
6/1/1975,,16831,53.6,57.8,55.8,86507,77270,,,,2.9
7/1/1975,,16593,54.2,58,56,87742,76592,,,,7
8/1/1975,,16997,54.3,58.3,56.1,87726,77120,,,,7
9/1/1975,,17228,54.6,58.5,56.1,86399,77726,,,,7
10/1/1975,,17226,54.9,58.8,56.1,87160,78283,,,,5.5
11/1/1975,,17184,55.3,59.1,56,86700,78437,,,,5.5
12/1/1975,,17149,55.5,59.4,56.1,86689,78726,,,,5.5
1/1/1976,,17065,55.6,59.6,56.4,85652,77376,,,,9.3
2/1/1976,,17117,55.8,60,56.5,85932,77605,,,,9.3
